original,translated
flight 117 proud to fly jet blue,flight 117 proud to fly in blue jet
awesome thanks on hold now,great thank you
what are the chances of actually flying out of charleston today cold rainy weather in the south of all places,what are the chances of leaving charleston today cold and rainy weather in the south of all places
i did see that working on picking up a trip or two as we type,i saw him work to take one or two trips like we hit
thanks for the quick reply just wanted to make sure it was not just my account,thank you for the quick answer i just wanted to make sure it was not just my account
would not mind paying for the snacks but no for tix great job guys,i would not mind paying for snacks but i do not want to pay for the great tix
here you go your napkins pretty much say it all,there you go your towels say everything
ui jetblue why not we would sure love to see you ruth u you know me too well uo,ui jetblue why not we would like to see you rusty u you know me too well uo
you do not need to cut services charge more and give a better flying experience that is why i use jet blue in the first place,you do not need to cut off the services reload more and give a better flight experience that is why i use blue jet first
longing to look into the blue eyes,wishing to look in blue eyes
you all are the best ondemand,you are all the best on demand
wow thx for thinking of us greg heard was amazing we have heard the same about ps thx for the info,ww thx to think of us greg i was told it was great we heard the same thing about picks for the news
annnndddd i just booked my flight that was easy,annnndddd i just booked my flight it was easy
thank you very much,thank you very much
it will be glowing your crew and your aircraft sparkled you guys know about right might be a good partnership,it is going to be brilliant your crew and your plane have squeezed you know about that could be a good partnership
glad you like it feel free to steal it,glad you like it do not hesitate to steal it
your blue helped bring out the color of my eyes and i promise i did not eat all the free snacks,your blue helped bring out the color of my eyes and i promise i did not eat all the free snacks
thanks to you customers like me stay loyal from check in to landing,thanks to you customers like me remain faithful from arrival to landing
a320 pulling into the gate as the sunrises here at this morning,a320 climbing to the door as the sun rises here this morning
thx for the quick response yep i tried but it cannot find the flight when i input the confirmation,thx for quick response yep i tried but it cannot find the flight when i input the confirmation
wish everyone felt like you,if everyone felt like you
sounds great thank you,sounds great thank you
was nice to see your veterans advantage program at the gate on sunday mco keep up the good work at jetblue,was pleasant to see your program of benefits veterans at the door on sunday mco keep the good work to jetblue
incredible pr team uo uo uo uo,unbelievable team uo uo uo uo uo
thanks i m finding lower fares already on other carriers with direct flights july 8 13,thank you i find lower rates already on other carriers with direct flights 8 13
ui jetblue thanks for the kind words janna and now i m feeling like a boss,ui jetblue thank you for the nice words jane and now i feel like a boss
boarding the back of the airplane first like a boss,board the plane s back first like a boss
sooo earlier i said i couldnt fly with you for my school trip but now i can u,i said i could fly with you for my school trip but now i can i do not know
why are you always so amazing,why are you always so amazing
great will do once i land in jfk,big will do once i land at jfk
haha ty do you know what time that lane opens at logan,do you know what time this path opens on logan
sure is uoa,sure you do
after my second call to customer service and the fifth person i talked to an amazing rep fixed it in about 5 mins,after my second call to customer service and the fifth person i spoke to an incredible representative repaired it in about 5 minutes
that makes two of us lol,that makes us two lol
happy anniversary it is hard to believe you are 15 you are so young,happy birthday it is hard to believe you are 15 you are so young
super smooth flight and landing nicely done,super soft flight and landing well done
fyi i m onboard comfortably travelling to jfk seat was no problem as you said thanks for making flying more civilized,fyi i travel comfortably to jfk the seat was not a problem as you said thank you for making the flight more civilized
i like follow,i like to follow
not trying to make you look bad on your website it says due to weather in the charleston nc its actually in sc not nc,not trying to make you look bad on your website he says from the weather in the charleston nc sound actually in sc not nc
btw thanks for responding quickly,btw thank you for responding quickly
you found my camera thank you you rock,you found my camera thank you you rock
stop please rt our fleet s on fleek,stop our fleet is running
gotcha thanks for the update i m ready to go whenever you are enjoy your evening,i ll take care of it thanks for the update i m ready to go when you enjoy your evening
well thankfully they have got a nice food court here when will an update be posted,fortunately they have a beautiful restaurant court here when an update will be posted
worked now ty,worked now ty
i would prefer a similar picture but full of e190 tails but great shot,i would prefer a similar image but full of e190 tails but big catch
so relieved i m flying after listening to everyone at the neighboring gate bitch about spirit my airline s better than yours,i was so relieved after listening to everyone at the nearby door you slut of the mind my company is better than yours
ui jetblue our fleet s on fleek no yall better than this,ui jetblue our fleet is on the run no
we had 2 great flights into and out of the bahamas even during the bad weather in the northeast thanks for the great service,we had 2 great flights in and out of the bahamas even during the bad weather in the northeast thanks for the great service
so excited to hear about your move towards international travel from long beach airport,so excited to hear about your move to the international journey from the long beach airport
thanks so much for talking to me the article about chats came out great,thank you so much for talking to me the article on the cats came out great
you guys operate a world class company and for that i thank you,you are a world class company and for that i thank you
loved the service from the staff at newark today good service goes along way i appreciate your preciation nj ioutampa uo uo uo,liked the staff service in newark today the good service is on the way i appreciate your preciation nj ioutampa uo uo uo
do not show these to larry fedora rt our fleet s on fleek,do not show them to fedora larry our fleet is running
lolol,lolol
shows us their sense of humor with these tongue in cheek flight etiquette videos,shows us their sense of humor with these language in cheek flight label videos
true maybe wish i had expedited security haha,right maybe i wish i could have speeded up security
why ui jetblue our fleet s on fleek,why ui jetblue our fleet is on the run
power moves rt our fleet s on fleek,power moves our fleet is running
lmfaooo ui jetblue our fleet s on fleek,lmfaooo ui jetblue our fleet is running
lol you guys are so on it me had this been 4 months ago ui jetblue our fleet s on fleek,i ll let you do it me if it was 4 months ago ui jetblue our fleet is running
wow keeping up with the times,ww keeping time
i always look forward to jb rt looking forward to welcoming you onboard uoa,i always look forward to having jb rt while waiting to welcome you on board uoa
toss this ticket it s great pr and i m sure every college student following me will be willing to rock out wit too uou uou,i m sure all the students who followed me will be ready to fall
ui jetblue our fleet s on fleek lol wow,ui jetblue our fleet is on the run lol wow
lovely rt our fleetuas on fleek,lovely
yall tried it jetblue our fleet s on fleek,yoll tried jetblue our fleet is running
my family and i are excited to see you too u u,my family and i are delighted to see you too u u
i love flying with u but i have a question why is one of ur planes called ny jets,i love flying with u but i have a question why is one of the planes of the ur called ny jets
sounds good uoa uoa uoa uoa,sounds good uoa uoa uoa uoa
ui jetblue our fleet s on fleek jet blizzue in the hizouse,ui jetblue our fleet is on the run blizzy jet in the hizouse
very excited for the first time this sunday march 1 i get to fly flight 123 from jfk looking forward,very enthusiastic for the first time this sunday march 1st i manage to steal the 123 jfk flight waiting with interest
hahah ua uoi uoi uoi love flying jet blue tho,hahah ua uoi uoi uoi i love the blue jet tho
ui jetblue our fleet s on fleek yasss jetblue tell them,ui jetblue our fleet is on the run jetblue tell them
lmfao i love it,lmfao i love her
i have a little more time then that lol well actually a lot more 36 days more but i m just excited,i ve got a little more time so that s 36 more days but i m just excited
lmao ui jetblue our fleet s on fleek,lmao ui jetblue our fleet is on the run
well here we go,let us go
ui jetblue our fleet s on fleek new fav airline,ui jetblue our fleet is on the run new airline
hopefully now my application for jetblue donut designer will finally go through the proper channels,hopefully now my request for jetblue donut designer will finally go through the appropriate channels
looking cool,cool
definitely lots of announcements and the app is great,absolutely a lot of ads and the app is great
you bet,you bet
thank you appreciate that,thank you thank you
the chairs could use some tlc and more power outlets in the area would be a bonus headed to,the chairs could use a little tlc and more power outlets in the area would be a bonus i m going to
thanks used phone instead of computer and it worked thx again,thank you used the phone instead of the computer and it worked again
alright done alternatively if you would like to charter a private jet for me to pitt i will gladly accept,it is okay otherwise if you want to charter a private jet for me to pitt i ll accept with pleasure
good to know thanks so much,thank you very much
thank you for the quick response i am trying to request abassinet for my son it would be great if you can help me with my request,thank you for the quick answer i m trying to ask my son for abassinet it would be great if you could help me with my request
mark t in austin was great handling my bag issue,mark t in austin was a good handling of my bag problem
good one and indeed it is jetblue s finest day in history,good and indeed this is the best day in the history of jetblue
thanks calling right now,thank you i ll call right now
haha thanks you guys are great unlike the,haha thank you unlike
it was booked through work but added upgrade on seat need the upgrade receipt,it was reserved by the work but added the upgrade on the seat need for the upgrade receipt
thank you for the free flyfi makes an already great airline even better,thanks for the free flyfi already makes an excellent airline even better
i wish you all the best of luck i m enjoying the luxurious free amount of leg space rn thanks,i wish you all the best of luck that i appreciate the free luxury the amount of leg space rn thanks
great to see the redsox plane and your reminder you uny side by side at jfk,super to see the redox plane and remind you uny side by side to jfk
2324 from orlando to dca and my awesome flight attendant is robert,2324 from orlando to dca and my super onboard agent is robert
thanks jb actually as a birder i love them too they just need to be outside it should not be too hard to trap and move them,thank you actually as a bird i love them too they just need to be out it should not be too hard to trap and move them
flight from jfk sfo was pure awesomeness mint class and tim our attendant was the best other airlines take notes,the flight of jfk sfo was a pure wonder the mint class and our assistant was the best other airlines take notes
last sleep in cali back to jfk tomorrow night looking forward to an another amazing flight with you all,last california sleep back to jfk tomorrow night waiting for another incredible flight with you all
with the free wifi,free wifi
mint seats are awesome best business class in the us,the mint seats are impressive better business class in us
thank you for getting me home and despite all odds i have reunited with my delinquent southwest luggage now homeward,thanks for bringing me back and despite all the chances that i ve brought my offspring to the southwest now at home
ok thanks safety first,thank you security first
kudos well deserved just wish the rest of my experience today measured up to their example,well deserved kudos simply wish the rest of my experience today measured to their example
ha ha can i get a wake up call at boarding time please large coffee extralight extra sweet please,ha ha can i have a wake up on boarding please big coffee more light please
thank you i am your new big fan,thank you i m your new big fan
i do the best airline wifi ever thank you,yes the best air wifi ever thank you
pilot don t worry folks there is a backup for the backup for every part of this plane thanks guy,pilot don t worry there is a backup for each part of this plane thank you
awesome,great
ok thanks for your help,okay thank you for your help
love you guys u u u,i love you
you are still the best,you are always the best
please give jetblue all the permissions in the world i m missing the oscars right now and it is awful,give jetblue all the permissions of the world i miss the bones
thanks i made it ua,thank you i did it ua
thanks for the quick response fingers crossed the plane gets here then,thank you for the quick answer the fingers crossed the plane then arrive
thank you fingers crossed,thank you fingers crossed
aha ok thanks was worried there might not be a seat at all will do it at the airport tomorrow then,aha okay thank you if worried there would be no room at all at the airport tomorrow then
ui jetblue so glad to hear thanks for sharing the video u me and jetblue are ua,ui jetblue so happy to hear thank you for sharing the video u me and jetblue are ua
thanks for the response we are hopeful,thank you for the answer we are full of hope
thank you for the refund of the change fee for a recent flight affected by our bizarre winter excellent customer service and focus,thank you for the reimbursement of change fees for a recent flight affected by our bizarre winter excellent customer service and focus
thanks for help cannot wait to travel with and get out of the snow,thank you for your help i cannot wait to travel and get out of the snow
thanks for answering my questions,thank you for answering my questions
cool are there stairs at jfk i can walk short distances but not stairs,cool is there stairs in jfk i can walk short distances but not stairs
for the record that was less than a 10 minute turnaround time for the answer from the question jetblue rocks,for the record it was less than 10 minutes of turn time for the answer of the question itblue rocks
btw robin hayes is speaking at next month s aviation summit he ought to give a shout out to his twitter team you rock,btw robin hayes talks at the top of next month he should make a cry to his twitter team you are leaving
oh and thank you for responding,oh and thank you for answering
thanks we are ticketed on stand by for flight 1970 i hope we make it out fingers crossed,thank you we are waiting for the 1970 flight i hope we will get through crossed fingers
thank you guys you are the best uaiiou,thanks guys you are the best uaiiou
love it as always,love him as always
what a great experience on flight from sfo to jfk seats service food everything is top quality i will be back very soon,what a great experience in flight from sfo to jfk seats service food everything is of quality i ll be back very soon
thanks for replying i feel a little better we will see how it goes 14uiou,thank you for answering i feel a little better we will see how it is going to be
you guys rock,you are rock
my email is my twitter handle followed by gmail 14 uo uo,my email is my twitter handle followed by gmail 14 uo uo
awesome,great
i only fly jet blue,i only fly jet blue
start including pto in your getaway packages and i m all in,start to include pto in your escape packages and i m all in
thanks i will use the extra time to do some more shopping did somebody say duty free,thank you i ll use the extra time to do some shopping did anyone say free
flight flight booking problems experience is pretty great,the experience of the flight booking is pretty great
thanks for making my trip home next flight i ll take more selfies,thanks for making my trip to the next home flight i ll take more selfies
ui jetblue well captured brittany we love the clouds enjoy the ride u thank you,ui jetblue well captured brittany we love the clouds enjoy the ride u thank you
thanks have a good sunday,thank you good day
thank you we are finally at the gate,thank you we are finally at the door
flight to orlando is unable to serve hot bevies so they have made movies and alcohol complimentary that works,flight to orlando is not able to serve hot beans they made films and alcohol that works
landing as usual great flight wiyh a great crew hello sunny west palm beach,landing as usual a great crew hello sunny west palm beach
they were amazing and thank you,they were amazing and thank you
ui jetblue beautiful shot thanks for sharing using to post u your welcome not on this flight it was a quickie,ui jetblue nice catch thank you for sharing use to post u your welcome not on this flight it was a fast
she helped me with my problem so easily and was so nice you guys rock,she helped me with my problem so easily and was so kind you are rock
your customer service agent bonnie is amazing on the phone she deserves a promotion,your bonnie customer service agent is amazing on the phone that she deserves a promotion
bos everything current now thanks for the follow up,everything s in progress thanks for the follow up
thanks for the info already doing it now before we board looking forward to the future upgrades,thanks for the news already do it now before boarding look forward to future upgrades
things happen it is ok just wish i was on the beach and not in the airport,things happen it is good to want me to be on the beach and not at the airport
i love when will we be able to charge our devices on domestic flights thanks,i love it when can we charge our devices on domestic flights thank you
touchdown jfk well done pilots of jetblue flight 226,touchdown jfk jetblue flight riders 226
if i had my tux it would be a date,if i had my tuxedo it would be a date
thanks for the personalized customer service,thanks for the personalized customer service
i knew there was a reason u were my favorite airline just read you answer on twitter in globe this morning great job,i knew there was a reason why i was my favorite airline read your answer on twitter in the world this morning great job
it is only because i m wearing,it is only because i m wearing
yup we know not your fault just not ideal sittin for over an hour but as always your staff is great,we know not your fault just not ideal sitting for more than an hour but as always your staff is awesome
got it thanks the quick reply,got it thank you for the quick answer
had a great experience working with glenn coles at buffalo niagara airport top notch employee,had a great work experience with glenn passes at the airport of buffalo niagara high level employee
well the last update was in the right direction at least i ll keep my fingers crossed,the last update was in the right direction at least i ll keep my fingers crossed
thx social media person,thx social media person
always amp how can you not love,always amp how can you not love
they miraculously fixed the plane to shoe ever it was,they miraculously fixed the plane to the shoe
u u u u yall are really better then american airlines though,u u u u yall are really better then american airlines
what can i say other than when it comes to my w ur my,what i can say other than when it comes to my w ur my
great service from pbi to hpn thanks,excellent pbi service at hpn thanks
done thank you,it is over thank you
fll to mde great flight great customer service thanks 2 mths waiting to speak to a human at customer service,fll to mde great flight great customer service thank you 2 mths waiting to speak to a human at customer service
okay thank you i ll check with them again,thank you i ll check with them again
ui jetblue good morning sylvie have a great flight gt thank you,ui jetblue hello sylvie good flight gt thanks
they just came out thanks for the follow up that is why you are the best,they just went out thank you for the follow up that is why you are the best
thanks see you soon,thank you see you soon
thanks for getting us to nyc jfk really safely but srsly how long does it take to get our checked bags,thank you for having us go home safely but srly how long does it take to get our bags
thanks for the response when is the next flight after the 9 48 flight,thank you for the answer when is the next flight after the flight of 9 48
great flight on a brand new jet great seating beautiful plane big fan of this airline,a great flight on a new jet super sitting nice plan big fan of this company
thank you i know the weather in is not great everyone is tired,thank you i know time is not great everyone is tired
thank you thank you i finally set up the jetblue app yay,thank you i finally set up the jetblue app yeah
thanks for taking me back home today despite pandora s best efforts to cancelled flight the flight,thank you for bringing me home today despite the best pandora efforts to cancel the flight
your airline sounds outstanding and your twitter feed is clearly extremely useful keep up the great work u,your airline sounds remarkable and your twitter feed is clearly extremely useful keep the big work u
is amazing had a short delay they gave me 150 credit it was literally pretty much my fault i missed the flight,it is amazing i was a little late they gave me 150 bucks of credit it was literally my fault if i missed the flight
thank you u standing in line now,thank you for being online now
the best,the best
thanks for bringing my son home to me,thank you for bringing my son back to me
you got yourselves hot ladies flying the air for life,you have sexy women who fly to the air for life
nothing but praise for you helping our lady make her flight to chs tonight,only praises so you can help our lady do her chs flight tonight
thanks so much cannot wait to fly with you guys,thank you very much i cannot wait to fly with you
ok thank you,thank you
thanks for a speedy flight time recovery,thanks for a quick flight time
thank you for taking care of me with a drink since my in flight entertainment was not working,thank you for taking care of me with a drink because my flight entertainment was not working
would you say a delay is more likely thanks so much,are you saying a delay is more likely thank you very much
i did not she is a woman who is a lead she was working at gate c26,i didn t she is a woman who is a track she worked at the c26 door
if you follow me i will be able to dm you thanks,if you follow me i ll be able to thank you
i want to give a warm thanks to your crew at logan airport for still getting me to the dc area after cancelled flightlations this morning,i would like to warmly thank your team at the logan airport for bringing me to the dc area after cancelled flights this morning
another awesome telephone experience with thank you cory,another awesome phone experience with thank you cory
he just went above and beyond to be helpful,it went above and beyond to be useful
your employee charles cave at the gate at msy went above and beyond to help try to help me find my glasses thought u should know,your employee from the tank cave at the door to msy went over and beyond to help me find my glasses thought u should know
is the best cannot wait to use my travel bank for a fun trip,that is the best i look forward to using my travel bank for a fun trip
just touched down in for the annual national distributor conference,we just went to the national distributors annual conference
on the plane now hopefully no longer at the mercy of the playlist thanks,on the plane now hopefully this is no longer at the mercy of the playlist thank you
thanks for your prompt response i know you put safety first unfortunately will hit freezing rain sleet on ride home,thank you for your quick answer i know you put security first unfortunately the freezing sleet rain at home
ok that is super helpful thank you i ll reach out if i have any other questions,okay that is very useful thank you i ll be there if i have other questions
thanks for the instant reply and for still doing first bag free so important,thanks for the instant response and always make the first free bag so important
exciting times ahead u u a,exciting moments in front u u a
counting on your flight 989 to get to dc,count on your flight 989 to get to dc
great flight,excellent flight
you cannot beat jetblue in space s matter,you cannot beat jetblue in space
great thank you,thank you
good to hear thx for being responsive,it is good to hear to be sensitive
cool thx only a couple more flights til i m wait will be easier to change flights when weathers bad,cool thx i m waiting for a few more flights will be easier to change flights when bad weather
thanks so much for help us u r amazing,thank you so much for helping us u r incredible
and we are done and heading to warmer weather,and we are made and we are heading towards a warmer climate
awesome thank you,great thank you
thanks for update,thanks for the update
but of course,but of course
offered me a complimentary drink for switching seats stewardess asked for my age amp i said 30 we giggled,offered me a free drink to change places the stewardship asked for my age and i said 30 we kissed
thanks still booked our trip 3 13 17 lb to slc to see grand kids just very frustrating tried app web etc still love u guys,thank you always booked our trip 3 13 17 lb for slc to see great children it is very frustrating app tried web etc i love guys
thank you i m excited to fly with you for the first time,thank you i cannot wait to fly with you for the first time
thank u u ui jetblue but of course safety is always 1st we will make sure to handle her with care and love u,thank you u u ui jetblue but of course security is always the first we will ensure that we manage it with care and love u
kudos to jetblue social media team for jumping in an helping me out during the last snow storm while web site was down thanks,kudos to the social media team of jetblue to jump in a help me during the last snowstorm while the website was out thank you
thanks so much for your condolences and quick response it is very much appreciated,thank you very much for your condolences and your quick answer it is very appreciated
thank you alicia,thanks alicia
thanks i chatted with a nice fella about it and he gave me the lowdown,thank you i talked to a nice guy and he gave me the bottom
mission accomplished gave a hug,mission accomplished gave a hug
ok thank you for the quick response jetblue still the best comp,ok thank you for the quick response always jetblue the best comp
im in a session presented by one of your beloved travelers see why you love him so much,im in a session presented by one of your beloved travellers see why you love him so much
oh definitely i kind of only fly jetblue,oh certainly i only fly jetblue
thanks for getting me to orlando early,thanks for leaving me early
got it thanks,got it thank you
even though this flight did not have much needed hot beverages 4 us ny ers the landing was super smooth uo uo u,even if this flight did not need any hot drinks 4 we ny ers the landing was super soft uo uo u
thanks for getting me to boston early for breaking barriers to a clean energy future,thank you for bringing me to boston early to destruct barriers to a clean energy future
thanks for the complimentary upgrade to first you are the best,thanks for the free upgrade at the first you are the best
ah no the staff was perfect this morning at jfk more sleep for me,the staff was not perfect this morning in jfk no more sleep for me
wow awesome videos guys great work,great super video guys
wow what an amazing video great world guys,wow what an incredible video of big guys in the world
today my family gets to experience status w me,today my family has experience with me
word thanks,thank you
162 smf to jfk,162 smf to jfk
of course,of course
thanks i ll do it,thank you i will
love jetblue s speedy twitter customer service,the customer service of jetblue love twitter
thank you so much for your effort,thank you very much for your effort
thanks for letting us know hoping for no more delays,thanks for letting us know i hope there will be no more delays
thanks,thank you
thanks for the info figured that was the case hopefully my new hashtag will change that,thanks for the news i did hope that my new hashtag will change
saved the day lost a costumer,saved the day lost a suit
yes terra blue chips were my favorite,yes i preferred blue chips on the ground
i dm d my confirmation code thanks again for your help mommy daddy and kids appreciate it,i made my confirmation code thanks again for your help mom dad and kids like it
cool jetblue we are 60 there and anticipate completing installation on all our a320 s this year,cool jetblue we are 60 and anticipate installation on all our a320 s this year
love you guys sooooooo much ridiculously appreciated a service,i love you very much ridiculously appreciated a service
you are officially my favorite thank you for the wonderful service at jfk,you are officially my favorite thank you for the wonderful service of jfk
airways corporation nasdaq jblu reaches on new high range streetwise report,airway company nasdaq jblu reached on a new range of streetwise report
thanks,thank you
looking forward to it when we finally take off,hoping we will finally leave
please come to indianapolis,come to indianapolis
okay thanks hope to be flying with you guys soon,thank you i hope you will fly with you soon
he loved the snacks ua,he loved snacks ua
thanks for your reply it was flight 1572,thank you for your answer it was flight 1572
who is he i must send a note too good for words,who do i have to send a word too good for words
loving capt joe on our flight from bos to sfo this should be fun,i like the capt joe on our bos flight to sfo it should be fun
it was fabulous very pleased,it was fabulous very happy
u the real mvp,u the real mvp
no worries time flew in the terminal and now we are taking off thanks again,no worries time went to the terminal and now we are leaving
messaged you thanks,i sent you a message thank you
i will thank you,i will thank you
thanks for the reminder of a few older flights i d taken and the easy access to add points to my new jb account awesome service,thank you for recalling some older flights that i had taken and easy access to add points to my new jb super service account
ah ha i misread the end date as being 2014 not 2015 thanks for clarifying,ah ha i misunderstood the year end date 2014 no 2015 thank you for clarifying
i ll see you on board again soon,we will see you on board soon
heading to buffalo trading the cold in boston for colder in buffalo maybe the caribbean next time,i m going to the buffalo the cold in the boston for colder in the buffalo maybe the caribbean next time
of course u know i would like 2 lay you down in a as long as they are colored,of course i would like to ask you within as long as they are colored
this is so smart it makes me angry mt weuave partnered with to bring you free digital access onboard,it is so smart that it makes me angry mt weuave associated with bringing you free digital access on board
ooh good one speaking of just know that loving,oh good talking about just knowing that love
i love this song lt 3 thanks,i love this song lt 3 thanks
currently dancing in the terminal love stevie,dance in the terminal love stevie
thank you for being jetblue and not jetgreen or jetred blue is my favorite color and jet blue makes it better,thanks for being jetblue and not jetgreen or jetred blue is my favorite color and jet blue makes it better
chair jetblue everyone looks we are so proud of our phl crew,chair jetblue everyone seems to be so proud of our phl team
treated me right as a thanks for a no hassle flight to,treated me like a thank you for a flight without a lot
flight booked heading out to california with the team for on march 6 8 cannot wait,reserved flight go to california with the team for 6 8 march i cannot wait
totally would have but the outside view was even more camera ready haha,that would have done it but the outside view was even more camera ready haha
sent curious to see what kind of comp we get,inquisitive sent to see what kind of count we get
i cannot wait to hear back from you regarding the internship opportunity u,i look forward to hearing you about the opportunity for an internship u
thanks for the 100 credit because of the 4hr delay i can tell customer service means a lot to you,thank you for the 100 credit because of the fourth deadline i can say that customer service means a lot to you
thank you for always have the most amazing customer service bring on the disney princess half marathon,thank you for always having the most amazing customer service put on the half marathon of the disney princess
i definitely will thanks,i will thank you
i m on my to,i m on my back
oh that totally looks on par with admirals club any way you can slide us a couple passes,oh it looks totally like the fan club any way you can get us a couple
gr8 crew on 123 to they are,the gr8 crew on 123
thanks for offering this service guys,thanks for offering this service guys
what can i say i m w our,what i can say i am
you guys rock,you are rock
that would be great i never thought i d be the sort who would be into them but it really makes the flying experience more bearable,that would be great i never thought i d be the kind in them but it really makes the flying experience more bearable
thanks to the gent on the phone who fixed my bos mco flight and the fee waiver a320 now i forget her name,thanks to the phone gent who fixed my bos mco flight and the cost dispense a320 now i forget his name
thanks hope i do not look like a complainer i ve written of good experiences w you in the past and am making do in terminal 5,thank you i hope i do not look like a complainant i ve written good experiences with you in the past and i m doing in terminal 5
success good work jetblue team,success good jetblue team
great flight great view,super flight great view
beautiful ride thanks again,nice ride thank you again
perfect probably need some coffee to stay awake during the night,perfect it probably takes coffee to stay awake during the night
then you better 4 our,so you would do better ours
haha no need to apologize u i ll be flight booking problems sooner than late flightr i love jetblue,i do not have to apologize u i m going to have flight booking problems earlier than last i love jetblue
cannot wait i ll be the one who cannot contain herself ua,i cannot wait i ll be the one who cannot hold it you are right
big thanks to ricardo olavarria at reagan airport fixed our ticket and made sure we made it for our friend s wedding,thank you to ricardo olavarria at the reagan airport repaired our ticket and made sure we did it for our friend s wedding
really that is good to hear thanks for the update we may make that business meeting after all,really it is good to hear thank you for the update that we can do this business meeting after all
pdx to jfk was suuuuper hot,jfk pdx was super hot
love you bae,i love you fuck
you definitely will,you will
you do not remember our date monday night back to nyc,do not you remember our monday night appointment at nyc
ugh always know a way to my heart u uai,ugh still knows a way for my heart u uai
thank you guys brilliant customer service,thanks guys brilliant customer service
great thank you lets hope so could you please notify me if flight 2302 leaves jfk thank you again,thank you i hope can you tell me if flight 2302 leaves jfk thank you again
that is great but once it gets to buffalo will it be able to leave and get to jfk or there is issues still at buffalo airport,that is great but once he gets the buffalo can it go and go to jfk or are there any problems at the buffalo airport
was far less painful than what was coming from avis uoa,was much less painful than what came from the opinion uoa
my flight attendant angel was awesome,my agent angel was great
thank you very very much uoa uoa,thank you very much uoa uoa
awww thank you b6 glad to hear it made my day amp one last question do you have any idea what tail is operating flt 606 2maro,awww merci b6 glad to hear it it is my day amp one last question do you have any idea what tail works flt 606 2maro
in the sky on flight 833 from bos to sfo awesome crew helene rocks,in the sky on the flight 833 of bos to sfo super helium stones
i love jet blue,i love the blue jet
we think it is a treat to have you onboard enjoy your flight uoa,we think it is a pleasure to have you on board enjoy your flight uoa
uacool,♪uacool
yes always a treat to fly with you guys u iou,yes always a pleasure to fly with you u iou
thank you i really would have preferred jet blue you guys have the best seats in the business,thank you i really would have preferred jet blue you have the best places in business
yes thankfully catering just got here and now they are loading but very frustrated i was supposed to be there by 10 10 30,yes thank you they are here and they are loading but they are very frustrated i was supposed to be here at 10 30
safety first,security first
here in austin i saw the water bottles amp snacks the desk for your waiting passengers im so flight booking problems my next flight with you,here in austin i saw the water bottles and snacks the office for your waiting passengers im so vol booking problems my next flight with you
no they are too busy being awesome and trying to get us out asap i ll deal,no they are too busy being great and trying to get us out i ll take care of it
thanks so much ui very relaxing flight,thank you very much ui flight very relaxing
excellent you guys are the best,excellent you are the best
although it was not totally the answer i was looking for i appreciate the prompt response,although it was not exactly the answer i was looking for i appreciate the quick answer
oh yes i hope you expand to other airports soon so i can fly you to see my family each year,oh yes i hope you will soon extend to other airports so i can fly you to see my family every year
thanks jb this is why i uoa you,thank you that is why i love you
but thank you love an anxious flyer,but thank you love an anxious plane
same exact flight too love jetblue really want to fly with ya ll but that is a little pricey for basic not mint bos to sfo,the same exact flight too i really want to fly with you but it is a little expensive for basic bos no mint to sfo
offers hot tea and coffee at the gate you guys make me wonder why i have ever flown any other airlines io uo,offers hot tea and coffee to the door you make me wonder why i never stole other airlines io uo
awesome thanks,great thanks
keep going back and forth with being able to board and then not but great agents in savannah,continue to move forward with being able to board and then not but big agents in savannah
that would be nice hoping to rack up enough miles to take a trip to seattle and enjoy a perfect latte in the city of coffee,that would be good hoping to add enough kilometers to make a trip to the water and enjoy a perfect latte in the city of coffee
vegas san francisco baltimore san diego and philadelphia so far i m a very frequent business traveler,vegas san francisco baltimore san diego and philadelphia so far i m a very frequent business traveler
you reimbursed everyone on the flight a portion of their ticket i still love jetblue best american airline,you have paid everyone on the flight a part of their ticket i still love jetblue best american airline
jetblue never disappoints,jetblue never disappoints
thanks for your help,thank you for your help
ahoy from a loyal holder when do you anticipate direct us flights to jetblue,ahoy of a faithful porter when planning direct flights to jetblue
okie doke knowing you you will fix this,okayie doke you will know you will fix this
jetblue wish you would make austin tx a hub missing you as my uionlyu airline for all my biz travel since i moved from bos,jetblue wants you to be austined tx a hub you miss my uionlyu airline for all my biz trips since i moved out of bos
crisis averted flight from bos to fll is boarding let us hope the new pilots are not clarence oveur and roger murdock,the crisis is avoided theft of bos to fll is boarding hopefully the new drivers are not ovator and ruger murdock
thanks to julian at login for getting me onto an earlier flight back to dca,thanks to julie at the connection for bringing me back to a previous flight
not your fault social media awesome people i know everyone is working hard to get us in our way,not your social media problems of impressive people i know everyone is working hard to get us in
seems a few of my friends speak highly as well now we just need to find a decent priced way to go from yvr to sea and overnight,some of my friends speak very well now we just need to find a decent way to go from yvr to the sea and the day after
then en route to the airport the rebooked ticket was refunded,then on the way to the airport the reserved ticket was refunded
we made it safe and sound thank you for the safe travels,we did it in safety and sound thank you for the safe travel
flight attendant wendi on flt 127 on 2 17 newark to orlando uo uo,the wendi flight attendant on flight 127 on 2 17 newark to orlando uo uo
there is just so many choices for you all south of the border and i know not every airline is equal lowest price best value,there are just so many choices for you all south of the border and i know that every airline is not equal the lowest price the best value
i love you,i love you
be flying soon to nyc on your airline of all airlines i ve flown you are still to me u u u iouiouiou,to fly soon to nyc on your airline from all the airlines i stole you are still at me u u u iouiouiou
utah i think and thanks,i think so and thank you
