0,1
.@jetblue that's what i planned on but boston traffic due to recent weather was insane! if i had been expedited i would have made it.,"@.jetblue that's what I planned but boston traffic because of the recent time was crazy! If I had been accelerated, I would have done it."
would love to go to hawaii to visit pearl harbor.,would like to go to hawaii to visit the pearl port.
how can i best track deals and special flight offers? i'm liking your international options...,How can I make the best runway market and special flight offers? I like your international options.
"no one yet but some, fl 8162","not yet, but some, fl 8162"
"happy for sfo, but hopefully you'll add pdx soon ui@jetblue we added two new destinations (fll and sfo) from las vegas in the last year!u","happy for sfo, but hopefully add pdx soon ui@jetblue we added two new destinations (fll and sfo) of las vegas last year! u"
wall separating in row 1.,wall separating row 1.
"i understand delays. we are all looking at a tv monitor at ur gate and it says current conditions are snow, hence delay.","I understand the delays. We all watch a television monitor at the ur door and he says that the current conditions are snow, so the deadline."
"sorry, should have specified i meant ground traffic trying to get into the terminal","I'm sorry, I should have said that land traffic was trying to get into the terminal."
that's ok! it just sure seemed like it when jetblue tweeted us back and asked us to send selfies of us watching.. haha,It's okay! it seemed like it was when jetblue tweeted us and asked us to send us selfies while watching. hahaha
pretty sure he's saying ricoh had great service down at bos,He says ricoh had a good bos service.
you just tight that you're on the world's best airlines list &amp; is ranked higher! here i come!,you just tight that you are on the best list of airlines in the world and is ranked higher! I'm coming here!
such a bummer. but i understand it's a business deal. thanks for answering me! much less sad now.,It's a little suck. But I understand it's a business deal. Thank you for answering me! Much less sad now.
"okay so anything using contactless emv should work, just your internal testing and training is currently apple pay specific?","Okay so all that uses contactless emv should work, just your internal tests and training is currently the specific apple pay?"
"i'll be checking often. most probably when they hand the oscars out to the nerds, geeks and badly dressed.","I'll check. most likely when they give the oscars to the nerds, to the geeks and poorly dressed."
you're taking me to new orleans in two weeks so i'll picture that while i shiver,"You're taking me to new orleans in two weeks, so I'm gonna imagine that while I'm shaking"
we're flight 1472 ffl to lga. scheduled departure 8:15p.,on vole 1472 ffl pour los angeles. scheduled departure 8:15p.
id appreciate that. would also you mind contacting the pilot of my flight and request that i be allowed to announce over intercom?,Thank you. Could you also contact the pilot of my flight and ask that I be allowed to announce on the intercom?
"if you want, we can keep you updated on who's wearing who, &amp; who's with who, &amp; who wins what. we're nice like that.","If you want, we can keep you informed of who wears who, and who is with whom, and who wins what. We're nice like that."
ricoh smith at bos provided oust and service,ricoh forgeron provided oust and service
hey me and my family have questions on a trip to disney world that we are doing in april . please follow me so i could dm you guys,Hey me and my family have questions about a trip to the disney world we're doing in April. Please follow me so I can you
no m'good. just get me home,No good. Give me home.
"ok, tx. will tell the guy sitting next to me at the gate","Okay, tx, go tell the guy sitting next to me at the door"
is that a guarantee? we'll see about that tomorrow morning when i have to fight for a seat.,Is that a guarantee? We'll see this in the morning when I fight for a seat.
help - i left my nikon camera under the seat in front of me. what do i do?,I left my camera under my seat in front of me. What am I doing?
the man with the smell left nd now there's this stupid girl asking me questions. can yall help.,"The man with the smell is gone, now there's this stupid girl asking me questions. can help you."
i think i have it selected already 14u,I think I've already selected 14u
that wasn't delayed or cabcelled,who has not been delayed or in the cabin
"i have someone driving me, it's best to get a wheelchair once i get inside?","I have someone who drives me, it's better to have a wheelchair once I get home?"
finally! finally!,Finally! Finally!
think about it...boarding to a chill untz untz untz....like this,Think about it... aboard a untz untz untz untz untz untz. Like that.
the man sitting next 2 me at the terminal has a scent tht i cant quite put my finger on. pls dnt let him sit by me on the flight.,the man sitting next to me at the terminal has a tht scent that I can't put my finger on. pls dnt let him sit by me on the flight.
i have a disabled seat in row 6 do i get to board earlier?,"I've got a handicapped seat in the 6th row, am I on board earlier?"
flight 2008,flight 2008
pittsburgh,pittsburgh
flight 1025 jfk to tpa 8:05am on saturday! one way ticket!,flight 1025 jfk to tpa 8:05am on Saturday! A ticket on one side!
of my tray table is broken what do i do?,Is my tray table broken what I'm doing?
"domestic. to be clear -- i do not have to sit in (your lovely) terminal, just need to be there 1 hour prior to boarding? thanks!","domestic. to be clear -- I don't have to stay in (your pretty) terminal, just need to be there 1 hour before boarding? Thank you!"
the fact that isn't trending is how you know i'm loyal,The fact that it's not trendy is how you know I'm loyal
woof i'm on the red carpet,I'm on the red carpet.
what confirmation number?,What confirmation number?
follow for dm please,follow for dm please
"is your partnership with hawaiian live? earn hawaiian miles flying jetblue ? if so, how do i add to my jb flight booking problems ?","Is your partnership with the Hawaiian alive? winning Hawaiian miles flying jetblue? if so, how to add to my jb flight booking problems?"
"as soon as i can, sending my son home with you saturday.","As soon as I can, send my son to your house on Saturday."
is there wifi on he plain,there is wifi on him
wondering if it's possible for my colleague and i to get on an earlier flight lax&gt;jfk tomorrow. can you help?,wondering if it's possible for my colleague and I to take a flight earlier indicative laxanglegt;jfk tomorrow. Can you help?
hope so! looks nice and warm in san juan _ui,Let's hope it looks nice and warm in san juan _ui
i usually do-but i didn't make the flight booking problems this time-that'll teach me! yea i have that going for me at least haha,"I've done this a lot, but I haven't made the flight reservation problems that time, I'll learn! Yeah, I got that for me at least haha"
early last month via expedia-there's an extra middle name and initial attached to my last name,early last month via expedia there is an additional and initial middle name attached to my family name
the whole plane. flight 561 from lga to pbi,the whole plane. flight 561 from lga to pbi
"w/ edits: dear , your mbas need better benefits. they should work for us. how can we meet them?","w/ edits: expensive, your mbas needs better advantages. They should work for us. How can we meet them?"
of course i am!!iou,Of course I am!!
perhaps you need to start recruiting,Maybe you have to start recruiting
i have a reservation for tomorrow morning but trying to get back 2 night bc other flight was going to jfk. can i get on list at ctg,"I have a reservation for tomorrow morning, but try to come back 2 nights before the flight gets to jfk. I can put myself on the ctg list."
any way to get 2 ppl on standby list for flight 1970 fll to bos. trying to find way home.,any way to get 2 ppl from the availability list for flight 1970 fll to bos. trying to find the way home.
his name is enzo _u_ rt : well hello there pooch! what's your name?,his name is enzo u rt: hello pooch! What's your name?
flight 136 departed phoenix at 1:30 am,Flight 136 from Phoenix at 1:30
promo watch phone $33 at amazon check,promo phone $33 to amazon check
customer of the year?,client of the year?
don't i always?,I don't always have?
when will the system be up and running?,When will the system be in motion?
795 to austin,795 austin
any idea when the flight will actually take off?,Any idea when the flight takes off?
not blaming jet blue. this wasn't weather. can't have planes in the air and runways a mess. that's a disaster waiting to happen.,No blue jet. It wasn't time. There are no airplanes and runways in the mess. It's a catastrophe that's waiting to happen.
and ask she load the bag for my flight,and ask her to load the bag for my flight
flight16?,Vol16?
whatever your lil heart desires!,whatever your heart is.
have a cpap machine for sleep apnea. is this ok to carry on if i also have a small bag for clothes?,have a cpap machine for sleep apnea. Is it correct to continue if I also have a small bag for clothes?
do bags still fly free or have you started charging? thanks!,Are the bags always free or have you started charging? Thank you!
charleston - from your app guys as of a few minutes ago!!!,charleston - from your apps a few minutes ago!
just left now...#sunshine in a little over 2 hours,Just left.
"i hear you and safety is i think we can get to jfk though now so let's help the pilots, passengers &amp; crew get there safely!","I hear you and safety is that I think we can go to jfk, so let's help the pilots, the passengers and the crew get there safely!"
that's cause we're trueblue! it's ur that keeps liftin' me,That's why we're true! It's ur that raises me.
hi is there a way we can check to track the flight that will arrive &amp; that will be our flight to depart.,Hi is here a way we can check to track the flight that will arrive and that will be our flight to leave.
will do.,It will.
ok should i start looking into other flights?,"Okay, should I start looking for other flights?"
on flight 622 from nassau to jfk. not showing cancelled flightled yet but assuming it will be? any info?,"in flight 622 of nassau to jfk. not being cancelled, but assuming that will be the case? Any news?"
you can 100% confirm that?,Can you confirm it 100%?
we are on flight 751 and were returning to the gate can you provide any information?,we are in flight 751 and we returned to the door can you provide information?
i see my flight from boston to pitts is ok from this afternoon. did you have any delays for the morning flight?,I see my flight from boston to pitts is good this afternoon. Have you been late for the morning flight?
i'm so sorry i cheated on you with please take me back. i wore protection.,"I'm sorry I cheated on you, please, bring me back. I was wearing protection."
should i expect delays at dca for 7am departure? going to orlando on flight 723,Should I expect delays from 7:00? flight 723
download jeokoo the american app for air travelers,download jeokoo the American application for air travellers
alright i hope. my jetblue app is showing a change in my seats and online shows an a320. don't want any surprises,"All right, I hope. my application jetblue shows a change of my seats and online shows an a320. don't want any surprises"
i know you guys are super busy but is flight 1222 an a320 or e190?,"I know you're super busy, but Flight 1222 is an a320 or e190?"
follow me pls?,Follow me?
airways to continue 'various commercial relationships' with ... -,"the airways to continue the ""various trade relations"" with ... -"
is that supposed to change in the near future?,Is that supposed to change in the near future?
can you please help to save my daughters life for details go here,Can you help save my daughters' lives for more details here
i will when i land.,I'll do it when I land.
do bags still fly for free anymore?,Are the bags still flying for free?
flite454,flite454
when will you release flights for february 2016?,When will you release flights for February 2016?
i would love to fort lauderdale now that would cool.,"I'd love the lauderdale fort, now it'd be cool."
i flew on a flight about 3 months ago. me and my girlfriend got away with having sex in a restroom. is it allowed now?,I stole three months ago. My girlfriend and I ran away by making love in a rest room. Is that allowed now?
re: flight 8088 sxm&gt;jfk what time does bus leave hotel on feb 22? mass confusion here.,re: flight 8088 sxmΖgt;jfk what time the bus leaves the hotel on feb 22? It's confusion.
are we able to change to an even more space seat after we've checked in online? have a flight tmrw and can't seem to change my seat,are we able to change your seat after checking online? I have a flight tmrw and I can't change my seat
what are the chances of one of your flights leaving at 6am out of newark nj being cancelled flightled tomorrow?,What are the chances that one of your flights leaves at 6:00 am of newark nj is cancelled tomorrow?
tomorrow wouldnuat have been soon enough! thank you for the info!,"Tomorrow, it would have been pretty early! Thanks for the news!"
"have a cup coffee and relax while you check out the new deals and promotions at avon, twice a month at doug","take a coffee and relax while you check out the new offers and promotions with avon, twice a month in dug"
yes party is over _ua,yes party is over _ua
that selfie was extreme.,That selfie was extreme.
new ceo seeks the right balance to please passengers and wall ... - daily journal,new ceo seeks the right balance to please passengers and the wall ... - daily newspaper
boston gate c12,boston door c12
will i be charged a fee to do so?,Will I pay a fare to do it?
thanks. can you change the music in the boarding gates?,Thank you. Can you change the music in the boarding gates?
the opal dragon book the dragon (ali) has woven his murdering ways from the philippines to australia,the opal dragon delivers the dragon (ali) has woven his ways of murder of the Filipinos to the australia
what's your current checked bag price policy? i fly this coming week and couldn't find anything definitive.,What is your current bag price policy? I was flying this week and I couldn't find anything definitive.
are we scheduled to depart as scheduled?,Are we supposed to leave as planned?
will we be able to watch the oscars on our flight tomorrow?,Can we watch the Oscars on our flight tomorrow?
hello we are doing a world record attempt on the amount of ball point pens in a collection please could you help with a pen?,Hello we make a world record attempt on the quantity of ballpoint pens in a collection please could you help with a pen?
ceo battles to appease passengers and wall street - waterbury republican american,ceo battles to soothe passengers and the street of the wall - American Republican waterbury
you guys need pillows on these rockers to really knock it out of the park ... just sayin ...,You need pillows on those rockers to really get him out of the park. Just say in.
i sure hope you guys get me to dc to speak tomorrow! &amp; &amp; i'm winning here with,I hope you bring me to talk tomorrow! &amp; &amp; I win here.
status of flight 684 from mco to lga tomorrow?,Flight status 684 mco in lga tomorrow?
what good with the inflight wifi?,What good with wifi?
what's the status of flight 1272 diverted to ric? when will it depart back for lga?,What is the status of Flight 1272 diverted to ric? When will he leave for lga?
yup. mco. 82a!!,m. 82a!
hey! check it out!! it's snowing in boston. who could have predicted such a thing?!,"Hey, look! It's snowing in boston. who could have predicted such a thing?!"
phew!! did it!! (pant. wheeze),It's done! (pant. wheeze)
"thanks, it's for next weekend though so my guess is it will only go higher.","Thanks, it's for the next weekend, so I guess it's gonna go higher."
actually flight 1089 not 1098,flight 1089 not 1098
bos to dca 1098 at 7:16 pm.,dca bos 1098 at 7:16.
can i bring a compact folding chair like this in a checked bag?,Can I bring a compact folding chair like this in a checked bag?
using jetblue miles?,using miles of jetblue?
using jetblue air miles?,using miles of jetblue air?
hello! can you tell me if you currently fly to hawaii? thanks!,Hello! Can you tell me if you are currently flying to hawaii? Thank you!
i clear that folder regularly and jetblue is white listed so it never got to me.,I erased this file regularly and jetblue is white listed so it never got me.
i can't call right now. my baby just fell asleep.,I can't call now. My baby fell asleep.
yesterday's deal?,yesterday's deal?
so yesterday a flight i wanted to chicago was on sale within my points range and today it isn't. any way you guys can still honor,so yesterday a flight I wanted to chicago was on sale in my range of points and today it is not. you can always honor
i have an email that says i have to sign on to the travel bank? how do i that?,I have an email that says I have to sign at the travel bank? How?
what are your rules on checked baggage and carry ons from slc to sjo?,What are your rules on checked baggage and slc to sjo?
creates institutional quality machine driven jetblue revenue predictive analytics and forecasts using public big data,creates calculations and forecasts of institutional quality revenues of the analysis and forecasting of machine revenues using large public data
minutes to spare.,A few minutes.
even 5 years after the earthquake...haiti still needs helps in rebuilding,even 5 years after the earthquake. always needs help to rebuild
yup 33036 feet. but no selfie.,"33036 feet, but no selfie."
the you above all commercials? like the legroom one,- You're the ones you're talking about? like the legs room
will do. i'll tell him you say hey.,It will. I'll tell him you say hello.
"my wife and i booked last minute flights for a funeral separately, but we would like seats 2gether, can you do this if we dm conf#s","my wife and I booked last minute flights for a burial separately, but we would like 2ether seats, can you do this if we dm conf#s"
fliers to gain access to wsj content - analyst blog - nasdaq,wsj - analyst blog - nasdaq
"port-au-prince, haiti for continued food distribution, medical supplies, &amp; orphan care!","port-au-prince, haiti for the continuous distribution of food, medical supplies, and orphaned care!"
while in haiti id do food distribution for hundreds of hungry kids in nearby villages.,while in haiti id make food distribution for hundreds of hungry children in neighbouring villages.
"i'd go back to haiti to deliver shoes, books&amp;medicine to kids i met in orphanage last year.","I'll come back to haiti to deliver shoes, tense books and medicine to the children I met in the orphanage last year."
airways now covered by bank of america (jblu) - dakota financial news,airways now covered by the bank of america (jblu) - dakota new financial
i would like to receive offers.,I wish to receive offers.
"may i check my 17-month-old child's fold-up crib for free on my flight tomorrow, similar to your policy for infant car seats?","Can I check the foldable cradle of my 17-month-old child for my flight tomorrow, like your baby seat police?"
"offers free flights for ""fly it forward"" campaign via","offers free flights for the ""fly it forward"" campaign via"
when are you guys doing a dualcam with ?,When do you make a double-camera with it?
airways stock rating lowered by vetr inc. (jblu) - dakota financial news,notation of lowered airway stocks by vetr inc. (jblu) - dakota financial news
do you have a waiver for ny weather today?,Do you have a waiver for the weather?
going to san juan!,Go to san juan!
are you going to be giving travel agent rates to those who hold an iata card ???,Are you going to give travel agents fares to those who have an iata card??
ceo battles to appease passengers and wall street - waterbury republican american,ceo battles to soothe passengers and the street of the wall - American Republican waterbury
real shit my nigga north don't play around!,My north nigga doesn't play!
by any chance do u offer fresh guacamole on your flights,by any chance you offer a fresh guacamole on your flights
get me out of this 7 degree weather...here we go! _ui_iou_uou,Get me out of that seven-degree time. ui_iou_uou
airways lowered to strong sell at vetr inc. (jblu) - mideast time,airways have declined at high sale in vetr inc. (jblu) - mi-est time
thank you ! what about paris ? could we arrange something from there ?,Thank you! And the bet? Can we fix something here?
we are trying to go as far away from king'scollegelondon as possible for charity today. would you help us ?,We try to go as far as possible from the King's acollegelondon for charity today. Would you help us?
fliers to gain access to wsj content -,flaps to access wsj content -
"if you'd love to see more girls be inspired about becoming pilots, rt our free woaw event march 2-8 at abq.","If you would like to see more girls inspired to become pilots, our free event of the lady 2-8 March in abq."
thanks anyways has my back! awesome rate &amp; amazing customer service,Thanks anyway. impressive rate and incredible customer service
oh. makes sense. my bad.,Oh. It makes sense. It's my evil.
"since high likelihood of snow at time of flight tomorrow, any chance i can rebook for sunday?","since the high probability of snow at the time of flight tomorrow, any chance I can reorganize for Sunday?"
dca to nantucket - washington business journal,dca to nantucket - the washton business journal
"traveling with two kids tomorrow (ages 7 and 4) domestic, do they need birth certificates to check in at airport?",Do you need birth certificates to travel to the airport with two children tomorrow (aged 7 and 4)?
flight 1183 to orlando.,Flight 1183 to Orlando.
my phone number when you have any news for me is (631)891-5722,my phone number when you have news for me is (631)891-5722
_u_ i used points can i get them back if i decide not to go?,u i used points can I get them back if I decide not to go?
is that one on the picture,It's the one in the picture
can you share where it is coming from?,Can you share where he comes from?
weather where? it's 60 in sfo and flight 834 is still on time to boston.,When? it's 60 in sfo and Flight 834 is still in boston time.
ui@jetblue: sorry! please ask inflght if there is an open seat you can move to.u will do!,ui@jetblue: sorry! ask inflght if there is an open seat that you can move to.u will!
april 6th. anything specific i should know for my first flight?,6 April. Something special I should know about my first flight?
"me again you don't have abc on inflight tv, do you? (if so, what channel? is on!)","You don't have any more guts on TV in flight, do you? (if so, what channel? left!)"
266 at lgb in sunny so cal,266 lgb in the sun if cal
do you think snow in boston on 2/24 will effect my flight?,Do you think the 24 2 boston snow is gonna fly?
i'd like to see markie too.,I'd also like to see markie.
who do you think is gonna win mayweather or pacquiao?,who's gonna win the May or the pacquiao?
airways corporation insider trading update - rock hill daily,airway company inside trading update - daily rock hill
thanks! i only loose 'em at airports...1st time we found it. i think needs to make flexes that stay on when carrying bags!,Thank you! I'm just dropping them off at the airports. The first time we found him. I think we have to do flexes that stay on the bag port!
"question, flying for the 1st time with my 16mont old son...do i need to bring anything for him? birth certificate/s.s. card etc?","question, stealing for the first time with my 16mont son... should I bring him something? birth certificate/birth card, etc."
.@jetblue process begins 6:48,@.jetblue process starts 6:48
imma need the hook up tho,imma needs crochet
so what about california,and california
thanks. which day of the week is the direct? the flights i saw went thru jfk uu,Thank you. What day of the week is it direct? the flights I saw were thru jfk uu
hawaii what deals u have for me,hawaii what you have for me
thank you.,Thank you.
y'all got prices for the low??,Do you have prices for the bottom?
when will you release november flights for flight booking problems?,When do you release flights in November for flight booking problems?
do you know when the schedule for dec 2015 will be released?,Do you know when the Dec 2015 schedule will be published?
do you have direct flights to and from bos to st lucia or antigua?,Do you have direct flights to and from st lucia or antigua?
do you have any afternoon flights going from bqn to jfk? i only seem to find early morning flights.,Do you have afternoon flights from bqn to jfk? I only seem to find morning flights.
i'm flying your airline just out of _ua,I've been stealing your company since _ua
"captain ""takes as lot of muscles to frown but just a few to smile. y'all ready to go flyin?"" i mean... now i am!","Captain ""takes so many muscles to get squeezed but just a few to smile. Are you ready to fly?""I mean. Now I am!"
i'll take 3 round trip tickets to the closest warmest place please!,I'll take three travel tickets to the hottest place please!
you know it!!,You know that!
cool,cool
will i be compensated for delays or cancelled flightlation?,Will compensation be paid for delays or cancelled flights?
dang. pandora? does it look like it may get pushed back more or is this likely it?,dang pandora? Does it look like a little more than he can push or is it likely?
saving my sanity. leaving it behind for sunshine.,save my saanity. leaving behind for the sun.
i have more flights that i'd love to redeem for some points but they're a little over a year old. is there a historical limit?,"I have more flights than I'd like to buy back for a few points, but they've got a little over a year. Is there a historical limit?"
can i switch my seat for my trip on sunday?,Can I change my place for my trip on Sunday?
where do i add my aa loyalty number to my jetblue reservation?,Where to add my loyalty number to my jetblue reservation?
is flt 1202 delayed?,Is flt 1202 delayed?
indeed!,Indeed!
and team up offering in-flight access to journal content,and equip yourself by providing flight access to the magazine's content
now ur asking for the heavy guns! you know,Ask heavy weapons! You know.
well mine sure aren't anything to write home about!,"Well, I have nothing to write!"
well i'm not sure i'm that bold! lol or are you saying you didn't believe me??,I'm not sure I'm so bold! lol or you say you didn't believe me?
let's just say,Let's just say
and the from team to offer in-#flight access to journal ... - digital journal,and the team to offer in flight access to the magazine ... - digital newspaper
i did.... would be nice to see more services out of instead of having to drive 3-4 hrs to like charlotte or atlanta,Yes. would be nice to see more services instead of having to drive 3-4 hours to love charlotte or atlanta
we already won the tickets but she's totally on a beach right now.,"We've already won the tickets, but she's on a beach."
will you please start offering more routes out of to more locations,you can start offering more roads to more locations
i'm looking every day just watching for a deal. i have specific dates so fare finder doesn't help me,I'm looking every day to look at a deal. I have specific dates to find the price doesn't help me
why don't you fly to,Why don't you fly?
challenge accepted. first 5 crew members to send pics in the chairs get free tickets to visit us.,the challenge accepted. 5 first crew members to send pictures in the chairs get free tickets to visit us.
what's a good address to send feedback over email?,What is a good address to email comments?
i did. they said not as of now. let's cross fingers it happens before departing,Yes. They didn't say. We cross the fingers before we leave
ceo battles to appease passengers and wall street - lake wylie,ceo battles to soothe passengers and street of the wall - wylie lake
ok cool. i need to listen to some dre and snoop en route to la. that would have been a shame.,Okay. I need to listen to a little dre and snoop on my way to the. It would have been a shame.
ceo battles to appease passengers and wall street - waterbury republican american,ceo battles to soothe passengers and the street of the wall - American Republican waterbury
trivia contest to win flight. 1 question. rt and follow &amp; i'll send you answer to enter. via,trivia contest to win the flight. 1 question. rt and follow &amp; I'll send you the answer to get in. via
that's what we've been told however how would this work if you're going overseas? bottom line is passengers feel as if there's (1),"That's what we were told, but how would it work if you went abroad? passengers feel like there was (1)"
thanks bae,Thank you.
should i be nervous about a sunday am flight baltimore to boston? any suggestions on what i can do? need to be in boston by monday.,Should I be nervous about a Baltimore flight day in boston? suggestions about what I can do? We need to be in boston by Monday.
airways hits new 52-week high at $17.58 (jblu) - sleekmoney,airways hit the new height from 52 weeks to $17.58 (jblu) - sleekmoney
"we'd love to help shanese bryant-melton, a hard-working grandmother from dc, go to miami. it's on her bucket list.","we would like to help the bryant-melton shanese, a grandmother who works hard of dc, go to miami. It's on his list."
just signed up for trueblue and booked a flight but keep getting an error when i try to link it to my tb account. what's the deal?,"I only signed for trueblue and booked a flight, but keep getting an error when I try to link to my tb account. What's the matter?"
i hope so. the plane does appear to be leaving a nearby terminal for our gate.,I hope so. the plane seems to leave a nearby terminal for our door.
ceo battles to appease passengers and wall street - waterbury republican american,ceo battles to soothe passengers and the street of the wall - American Republican waterbury
are there any food places open at the jfk t5 24//?,Are there food places open to jfk t5 24/?
no. did not catch his name. i am sure jason will know.,"No, he didn't get his name. I'm sure jason will."
oh i will. bound.,"Oh, I will. linked."
ceo battles to appease passengers and wall street -,ceo battles to soothe passengers and street of wall -
you guys get rid of the hip hop stations on sirius xm?,Are you getting rid of hip-hop stations on Sirius xm?
airways to continue 'various commercial relationships' with ... -,"the airways to continue the ""various trade relations"" with ... -"
"spent most of the winter in nny with mom, jetblue will take me home to fl via bos on mon. miss hubby, kitties, warm","I spent most of the winter in a nanny with mom, jetblue will take me home to flirt bos on my. mlle hubby, kittens, hot"
hey any chance you have an update on flight 99 hartford to d.c.?,Do you have an update on the 99 hartford flight in Washingtonton?
has d.c. thinking about summer with new nantucket service - broadway world,a d.c think of summer with the new nantucket service - the world wideway
it's time for our 2 go,Time to go.
and the from team to offer in-#flight access to journal ... - broadway world,and the team to offer in flight access to the magazine ... - the world wide
"ceo among ardent fans, wall street - poughkeepsie journal","ceo among the fiery fans, street of the wall - poughkeepsie newspaper"
is it june yet? _u_,Is it still June? u
airways hits new 12-month high at $17.58 (jblu) - wkrb news,the airways reached a new record from 12 months to $17.58 (jblu) - wkrb news
eta for flight 802 into orlando this morning,anda for the 802 flight in orlando this morning
"using a321 jfk-sea for summer 2015. it will be my first a321 flight ever! no mint to seattle, core config only.","use a321 jfk-sea for summer 2015. It'll be my first flight a321! no mint to water, basic configuration only."
how much for a trip to a warm island,How much for a trip to a hot island
has dc thinking about summer with new nantucket service -,a dc think of summer with the new nantucket service -
"havana, cuba - to share my love of photography and leave pictures behind, as well as to deliver much-needed items.","havana, cuba - to share my love of photography and leave photos behind, as well as to deliver very necessary items."
she's on to something,She's on something.
and the from team to offer in-#flight access to journal ... - nassau news live,and the team to offer in flight access to the magazine ... - nassau news live
probably not anymore.,Probably more.
- i look forward to getting this resolved. i will be in touch.,- I can't wait to be resolved. I'll be in touch.
yup! he said there would be flight change fee. but the plane should be here in 45 minutes apparently.,Yeah! He said there'd be a change of flight charge. But the plane should be here in 45 minutes apparently.
108 to portland maine,108 hand portland
and the from team to offer in-#flight access to journal ... - digital journal,and the team to offer in flight access to the magazine ... - digital newspaper
thanks for the help,Thanks for the help
"pereira, colombia to help the kids from cartago streets and deliver a lot of clothes that i have picked to donate.","pereira, dovey to help the children of the streets of cartago and deliver a lot of clothes I chose to give."
"sorry for my misunderstanding of the term, but what does that exactly mean?","I'm sorry about my misunderstanding, but what exactly does it mean?"
thanks so i'll like to get the new tail n598jb n615jb boston red sox livery so i can share with talk but send them only on weekends,Thank you so I would like to get the new dick n598jb n615jb boston red sox delivered so I can share with talk but send them only on weekends
look what i capture at uvf,Look what I'm capturing to uvf
i'm so ready to see n598jb n n775jb on my island but on a weekend to capture it,I am so ready to see n598jb n775jb on my island but on a weekend to capture it
washington dc (:,washing machine dc (:
flight 2302 from jfk to buf.,Flight 2302 from jfk to buf.
we are bringing 2 guitars. can we bring them as carry on?,We bring two guitars. Can we wear them like we do?
"so anything found while cleaning the plane in dc would be at the baggage office, even something small?","So something found during the cleaning of the plane in dc would be in the luggage office, even something small?"
can i bring my dog on board?,Can I take my dog on board?
maybe i'll just go to cleveland instead.,Maybe I'm going to cleveland instead.
hi. i'm trying to find a flight to the middle east.,Hi. I'm trying to find a flight in the middle of the east.
any idea when november-december 2015 travel opens up?,an idea when the November-December 2015 trip opens?
airways corporation (nasdaq:jblu) update: says ... - markets bureau,airway company (nasdaq:jblu) update: says ... - office markets
alright.,Okay.
a320 landing in february of 2014.,a320 landing in February 2014.
has d.c. thinking about summer with new nantucket service - sys-con media (pr),a d.c think of summer with the new nantucket service - sys-con media (pr)
guess i'll wait another 24 hrs in hopes rate goes down &amp; is more reasonable. fingers crossed. cutting it close to my travel dates.,Guess I'll be waiting for another 24 hours in the hope rate goes down and is more reasonable. Fingers crossed. Cut it off by my travel dates.
do you do any discounts for volunteer firefighters?,Are you making discounts for volunteer firefighters?
"well, i fly into huntsville, al. but i'd take either nashville or birmingham too!","I'll go to huntsville, but I'll also take nashville or birmingham!"
flight i want to book was $320 one day; went to purchase next day &amp; price doubled to $737. inquiring on chance it may go down?,flight I want to book was $320 a day; went to purchase the following day &amp; price doubled at $737. Asking about the chance he could get down?
has d.c. thinking about summer with new nantucket service - digital journal,a d.c. think of summer with the new nantucket service - digital newspaper
"1st flight of the morning, flying with a toddler. will the plane be heated to a comfortable temp before boarding starts.","First morning flight, flying with a child. the aircraft will be heated at a comfortable temperature before the departure of the boarding."
"i want to enter the family pooling contest, it says ""by 2/19"" on the website, can i please enter still!","I want to enter the family mutualisation contest, he says ""by 2/19"" on the site, can I enter again!"
"and of course that was supposed to say logan, not login","and of course it was supposed to say logan, no login"
"_u_u rtui@jetblue: oh no! unfortunately, the code must be entered at the time of purchase in order to qualify for the points.u","u_u rtui@jetblue: oh no! Unfortunately, the code must be entered at the time of purchase in order to qualify for the points. u"
"quick question, to pay for a second bag, do i have to do it online or can i do it at the airport?","quick question, to pay a second bag, should I do it online or can I do it at the airport?"
hi. how do i claim points on a 1800-flowers order after i purchased? i totally forgot to put in the promo code.,How can I ask for points on a 1800-entry order after my purchase? I forgot to put the promo code.
yes slc on 4/19,"Yes, it's the 4/19"
how long ago can a trip have taken place for me to still get credit if i didn't apply my trueblue when i booked?,How long can a trip take place for me to get credit if I didn't apply my realblue when I booked?
i was able to access it by using the drop down instead of clicking on the tab.,I was able to access it using the drop instead of clicking on the tab.
excited for my first flight w/ you today! it's delayed though- can you give me the 411? flight number 989 from boston to dc,"excited for my first flight w/you today! It's late, can you give me the 411? Flight No. 989 to dc boston"
what is the mosiac 800,which is the mosiac 800
should i check in my awesome bag on my flight or carry it on... decisions...,I should check in my awesome bag on my flight or carry it. decisions.
i can't. i don't have acces to a phone rn. my iphone broke. would rather change it now then late flightr.,I can't. I don't have a phone. My iphone broke. rather change it now and later.
just sent it,I sent it.
a little vino wouldn't hurt _ua,A little wine wouldn't hurt life.
airways receives new coverage from analysts at bank of america (jblu) - the legacy,the airways receive a new coverage of analysts at the america bank (jblu) - the inheritance
ceo battles to appease passengers and wall street - waterbury republican american,ceo battles to soothe passengers and the street of the wall - American Republican waterbury
"as requested, here's selfie somewhere over the rocky's.","As requested, here's the selfie somewhere above the rocky's."
short stop at jfk before iad,short stop to jfk before iad
does not take fraud as seriously?,Don't take fraud so seriously?
repping the bruins in cleveland at rock n roll hof &amp; the christmas story house,repping the bruins in cleveland at rock n roll hof &amp; the christmas story house
