0,1
i was just sitting here talking at a tech conference about how awesome you guys are and this rolled across. luv you guys!,I was just sitting here talking to a technology conference about the fact that you're great and that it rolled through. I'll serve you!
"thanks for your attention, i've been flying southwest for 3 years and haven't had this issue in the past.","Thanks for your attention, I've been flying southwest for 3 years and I haven't had this problem in the past."
i'm a huge fan! i would love tix to your show!,I'm a big fan! I'd love tix at your show!
scott is the best!!! thank yo from the bottom of my heart_uo#destinationdragons with friends in la see u friday,Scott is the best! thank you yo from the bottom of my heart_uo#destinationdragons with friends in seeing her u Friday
now flying non stop cmh-oak has me daydreaming about a trip to the bay...especially in this weather.,"Now, flying non stop cmh-oak made me dream of a trip to the bay. Especially in this time."
yeehaw. you found us another plane. thx for listening to me vent.,Yes. You found us another plane. to listen to me.
this is unbelievable... thank you so much!,It's amazing. Thank you very much!
amazing c/s today by sw thank you so very much. this is the reason we fly you,amazing c/s today by sw thank you very much. That's why we're stealing you.
is the best airline out there no one is better than them,"is the best airline there, no one is better than them"
great cabin and flight crew this morning on a great smile and happy staff are signs of a happy company. thanks.,large cabin and flight crew this morning on a big smile and happy staff are signs of a happy company. Thank you.
thank you for always going above and beyond with your customer service!!!!!!,Thank you for always being above and beyond with your customer service!
"great news for today. finally, columbus' top unserved market will have flights.","Good news for today. Finally, the columbus market will be served by flights."
"is really stepping up their ""service""_u","is really improving their service""_u"
"again, please accept my apologies for my lame, childish tweet. you didn't deserve that, &amp; i remain a loyal sw customer!","Again, please accept my apologies for my child tweet. You don't deserve it, and I'm still a loyal marsh client!"
"i owe you an apology. my tweet was out of frustration, not constructive criticism. i'm a sw fan &amp; love your service!","I owe you an apology. My tweet was out of frustration, no constructive criticism. I'm a marsh fan and I love your service!"
..just booked trip to cancun..._u no baggage fees..but need to have more flight time options,.just travel reserved for cancun..._u no baggage charges. but need to have more flight time options
thank you!!!,Thank you!
that would be great. thank you! i'll send it over when you follow.,That would be great. Thank you! I'll send it when you follow.
love sw forever_ua_uo_u__,love sw forever_ua_uo_u
"sw rocks, thanks for the reply and the follow. rebooked earlier flight!","sw rocks, thank you for the answer and the rest. rebooked earlier the flight!"
congrats!,Congratulations!
well deserved!,Well deserved!
i always tell everyone to fly southwest! congratulations!!!,I always tell everyone to fly southwest!
friendliest employees,Most friendly employees
superb choice - swa. i am a raving fan. they even take stress out of weather-relate flightd glitches!,superb choice - swa. I'm a raving fan. They even take the stress of the glitches in reatil flight!
listening center is open seating just like on their planes.,"listening center is open, as on their planes."
oh my god thank you so much!!! i just sent you a dm,"Oh, my God, thank you so much! I just sent you a dm."
thank you for the prompt response. i will email late flightr today.,Thank you for the quick answer. I'll send an email last time.
"thanks to , i get to go to the show this weekend in utah !!!","Thanks to , I'm going to the show this weekend in utah!!!"
"love u southwest. you've always been helpful. when i traveled a lot w/my son, infant/toddler, u were great!","love u southwest. You've always been helpful. When I traveled a lot w/my son, baby/child, u were great!"
love flying southwest! best flight attendants ever!,I love flying southwest! The best on-board agents!
"i do like your airlines, congrats! : )","I like your airlines, congratulations! : )"
hi guys good morning how are you doing,"Hey, guys, how are you doing?"
southwest is definitely my favorite airline to fly!,Southwest is certainly my favorite airline to fly!
congratulations!,Congratulations!
guess where ashley is. she's doing a great job presenting.,Guess where the ashtray is. She's doing a great job.
"thank you for integrating with passbook on ios, it all works so much better now!!!","Thanks for integrating the passbook on ios, everything works so much better now!"
my birthday is during and im a huge fan- anyway i can get tickets?,"My birthday's on, and I have a big fan, anyway, can I get tickets?"
"- thanks to the agent boarding 1137, atl-aus. left my wallet on the inbound. he found it for me!","- thanks to the agent in 1137, atl-aus. left my wallet on the entrance. He found it for me!"
iphone app now has passbook support! whoot! it's the little things in life... _ui,iphone application now has passbook support! whoot! It's little things in life. _ui
"aww thanks!! other than that, love it!",Thank you! I don't like it.
we're here at mco. thanks.,We're here at mco. Thank you.
the new logo is going to look amazing on the airplanes,the new logo will look amazing on the planes
"i appreciate the reply. rt weuare so sorry to keep you waiting, laura. an agent will be with you shortly...^cb","I appreciate the answer. rt weuare so sorry for having you waited, laura. an agent will be with you soon..."
i love you guys! had to take a few other airlines this week...makes me love and appreciate y'all so much more!,I love you! I had to take some other airlines this week. Love me and appreciate that you all are more!
"dm sent! thanks so much for responding! your response was so timely, i missed it!","Dm sent! Thank you so much for answering! Your answer was so timely, I missed it!"
thank you for having flights going out of nashville! you guys rock!,Thanks for flying out of nashville! You're rock!
thx ops agt rich westagard n flight att. nancy den airport.held flight 1027 n even saved seat 4 bus select,thx ops agt rich westagard n vol att. nancy den airport. flight 1027 n even registered seat 4 bus select
y'all the real mvp with these prices...,You're the real mvp with these prices.
love bridesmaid dancing can't wait for you to fly into puerto vallarta and kick united ass!,The love of the girl's dance can't wait for you to fly into the puerto vallarta and kick your ass!
i _u you! the only airline that understands us military families and our unpredictable changes. pound it _uo_,Please! the only airline that includes military families and our unpredictable changes. pound it uo
can i get tiks for omg id love to! plz _u_uim dying,I can get some tiks for omg id love to! plz u_uim dying
looking forward to using passbook when i fly in a few weeks!,waiting to use the passbook when I fly in a few weeks!
fantastic! thank you!,fantastic! Thank you!
- great flight from phoenix to dallas tonight!great service and on time! makes very happy!,- a good flight of phoenix to Dallas tonight! excellent service and in time! makes it very happy!
you guys are so clever _ua,You're so smart that you're smart.
amazing view on the approach to lax tonight.,incredible view of the lax approach tonight.
i really appreciate you all's commercial that aired today during,I really appreciate that you're all commercials that have been aired today
"thanks for replying, i sen't my conf i love aviation and southwest and all i wanted for my 18th was to fly swa for the day!","Thank you for answering, I don't like aviation and southwest and all I wanted for my 18th was to steal the swa for the day!"
thanks for taking it up a notch!! leinenkugels norfolku_,Thank you for taking a gut! leinenkugels norfolku_
thank u for not leaving me nice job running thru the airport to catch your connecting flight,Thanks for not letting me run a good job at the airport to catch your connecting flight
thanks so much for making my night _uu cannot wait for my trip next week!,Thank you very much for my evening _uu can't wait for my trip next week!
filing it now. thank you for your response.,Now. Thank you for your answer.
one heck of an airline,a company bag
"woohoo that just made my day. i looked and just couldn't find that, thank you!","Wow, who just made my day. I looked and I didn't find that, thank you!"
just had a great flight with damion! he was the best,I had a great flight with damion! He was the best
whoa. thanks and that's what i wanted to hear! early flight coming up. thanks for the reply.,whoa. Thank you and that's what I wanted to hear! The flight is coming. Thank you for the answer.
thx - fingers crossed they are found.,thx - crossed fingers they are found.
so far so good!,so far so good!
i'd love to hear them live at this saturday!,I'd love to hear them live this Saturday!
"that's why i fly y'all, that personalized service","That's why I'm stealing, that personalised service."
"well timed tweet, just boarded and will be listening on my way home!","tweet well timed, just boarded and will be listening on my way home!"
awesome. thank you!,Great. Thank you!
"luckily, the people working the bso at chicago midway have been very attentive and found our bags in punta cana.","Fortunately, the people who work the chicago bso midway were very attentive and found our bags in the punta cana."
pit- gate a1! big shout out to the lady trying to track him down!,It's the a1 door!
- i just had a great experience with your customer service team. thank you! a-list,- I had a good experience with your customer service team. Thank you! a-list
is there a way to know who checked my bag on the curb? she was awesome!!! and want to be sure she gets a high five!,Is there a way to know who checked my bag on the sidewalk? She was awesome! And wants to be sure she has a top five!
thank you for handling this for me. glad southwest cares about what it's flyers think!,Thanks for treating me like that. the southwest cares what flyers think!
bingo! ui@southwestair: thank you for bringing this to our attention. we'll be happy to reach out to noah so we can make this right. ^mru,bingo! ui@southwestair: thank you for bringing this to our attention. We'll be happy to reach noah so we can fix it.
love..luv the addition of the passbook option.,love...the addition of the passbook option.
thanks for the follow up. so glad to get my bag back.,Thank you for the follow-up. Glad to get my bag back.
amazing service by your sw stewardesses! from den to cun and from cun to atl and atl to lax. thank u!,an incredible service by your hostess! from den to cun and cun to atl and atl to lax. Thank you!
lol i'm sorry i'm just seeing this now but lauren oh my god ahhhh,I'm sorry to see this now but lauren oh my god ahhhh
once or twice a year. hard to get vacation time from work sometimes. but love flying with you guys!,One or two times a year. difficult to get a work holiday sometimes. but love flying with you!
just gave me tickets to see at on saturday. i can't even right now haha. thank you!!!!,I just gave me tickets for Saturday. I can't even now haha. Thank you!
we share that value in common.,We share this value in common.
ok we will! thank you!!!,We're fine! Thank you!
thanks for the follow up. i appreciate it.,Thank you for the follow-up. I appreciate it.
:arrived in san juan early. thanks for a great flight. luv u!,: arrival in san juan early. thanks for an excellent flight. luv u!
"thanks, already subscribe and have a rr account. had received a promo code last month but has since expired. any new offers?","Thank you, you subscribe and have a rr account. had received a promotional code last month but has since expired. new offers?"
thank you kindly.,Thank you.
great job celebrating . you own the industry . another reason i'm nuts for you!,Great work to celebrate. You own the industry. Another reason why I'm crazy for you!
"just added support to their ios application! finally, i get to add them to my collection.","has just added support to their ios application! Finally, I can add them to my collection."
"i'm really craving your pretzels, please send me some.","I really want your pretzels, please send me one."
"allows you to change a flight once for no fee, yay! i will always book flights with them. changes you $200","allows you to change a flight once free, yay! I'll always book flights with them. you change $200"
we are ready to be inspired!,We are ready to be inspired!
ui@southwestair: hmmm... how does the caribbean sound? ^ldu warm thanks!,ui@southwestair: hmm. how does the caribbean sound? Thank you very much!
- apology accepted!,- an apology accepted!
"love your tv ad with the girl dancing. makes me laugh every time, and now i want to take a trip!","Loves your pub with the dancing girl. Makes me laugh every time, and now I want to travel!"
yes! i did and the bags came straight to my hotel. thank you ...you guys rock!,Yes! I did it and the bags came directly to my hotel. Thank you. You're rock!
thank you!!!,Thank you!
oh my gosh,"Oh, my God."
lauren im screaming,lauren im crie
lauren omg im dead im so so happy for you yes yes,lauren omg im dead im so happy for you yes
you're the best,You're the best
lauren omg best airline ever,lauren omg best airline
holy fuckinf shit,Damn it!
oh my god lauren oh my god oh my god,"Oh, my God, oh my God."
thank you thank you thank you,"Thank you, thank you."
"oh my gosh seriously?! you just made my day, week, year!!! no one will appreciate this more than me!!!","Oh, my God seriously! You just had my day, week, year! No one's gonna like this more than I do!"
pleasantly surprised to be boarding my flight on time this morning at good job!,pleasantly surprised to board my flight this morning at good work!
awesome!!! sending now.,Great! Send now.
thank you!,Thank you!
thank you for your time!,Thank you for your time!
landed in nashville! thanks for taking care of us!,He landed in nashville! Thank you for taking care of us!
thanks for the info! have a good day.,Thanks for the news! Good day.
hey at least you guys are honest with your customers unlike,At least you're honest with your clients.
"oh no worries nl, no disappointments here. better to have no lounges than like who has them but does disappoint!","Oh, no worries, no disappointments here. It's better not to have a living room than to love who has it, but who doesn't deceive!"
thanks for getting me back to nashville. big thanks to the pilots on the 6:15 out of baltimore. flying in snow landing on ice.,Thanks for bringing me back to nashville. Thank you very much to the pilots on the 6:15 Baltimore. flying in snow on the ice.
just did last night. thanks for following up.,It was last night. Thank you for following.
for the win as always- saved my day and got me on a direct to orlando. _u_a_u_a_u_a,for victory as always- saved me the day and got me on a direct orlando. u_a_u_a_u_a
de-icing is important!,Defrosting is important!
thank you for finally making your boarding passes work with passbook,thank you for making your boarding cards work with passbook
"i love and appreciate the fact that you guys rarely cancelled flight flights and are on time, but i need a cancelled flightlation this time. _ua","I like and appreciate the fact that you have rarely canceled the flights and that you are on time, but I need a cancelled flight this time. - You're right."
"neveind, it's been found and on its way. thanks for making the process so painless",She was found and on the way. thank you for making the process so painless
thank you both very much!!,Thank you very much!
you are the airlines of aka,you are the airlines of the kka
"once again, i was able to change my flight without any fees... oh and the two free checked bags. best airline ever.","Once again, I was able to change my flight at no cost. Oh and the two free bags. The best airline."
a wonderfully nice agent in austin helped us out. wish i remembered her name to give proper kudos.,A wonderful austin agent helped us. I would like to remember his name to give appropriate kudos.
hot stewardess flipped me off,The intendant freaked me out.
flight 4146 phi to den was staffed by a great crew.,Flight 4146 phi to den was provided by a great crew.
has the best customer service!,has the best customer service!
"big thanks to your team. family emerg, same day ticket, experience was excellent. 1st time flying with yall, not my last!","Thank you to your team. family emerg, same day of ticket, the experience was excellent. First time, I fly with yall, not my last!"
"- total win!! happy 7th bday on intercom, chocolate flight kisses, and a chance to hand out snacks.thank you.","- total victory! Happy 7th day on the intercom, chocolate flight kisses, and a chance to distribute snacks. Thank you."
thanks for your excellent response time and assistance! all set,Thank you for your excellent response time and assistance! all together
can't wait! thanks for the response!_u,I can't wait! Thank you for the answer!_u
got it covered. thanks!,It's covered. Thank you!
thank you for your help resolving my problem shannon rocks - even though rhonda didn't !!,Thank you for your help to solve my shannon rocks problem - even if rhonda doesn't!!
thanks!! we will see what happens!!,Thank you! We'll see what happens!
glad it was finally resolved too. too bad i can't get a free voucher to go with mine so i can have a friend travel next time!,"I'm glad she's finally resolved, too. I can't have a good one to go with mine so I can get a friend to travel next time!"
all good now. going to make it to boston on time. i'm actually on your wifi right now,It's all right now. I'm gonna do it on time. I'm on your wifi now
thanks for your assistance..you guys rock!!_uo,Thank you for your help. You guys rock!
"hey yea i got thru...everything is good now (well, in 7-10 days when the voucher goes through) appreciate it!","Hey, I got the thru. everything is good now (well, in 7-10 days when the good pass) enjoy it!"
on my flight today from rsw to grr i was able to snag a free sw agent to check for me. it looks like we are (finally) all set.,on my flight today from rsw to grr I was able to crush a free sw agent to check for me. Looks like we're all ready.
"yeah, we figured it out. thanks.",We got it. Thank you.
thanks for the drink tickets hook up! can't wait for my first international flight with you to nas!,Thanks for the drinks tickets. I can't wait for my first international flight with you to nas!
"hi! i just saw a black history month commercial on tv &amp; im excited! in support of this month,will you all grant me 1 free trip","Hello! I just saw a month of commercial black history on tv &amp; im excited! in support of this month, you will all give me 1 free trip"
"though i work for another major airline, i love your black history month commercial. i thank you.","Although I work for another big airline, I like your commercial black history month. Thank you."
black history commercial is really sweet. well done.,The black story is really sweet. Well done.
much respect!,A lot of respect!
thank you!,Thank you!
i got it added thank you!,I added thank you!
"great, thank you. best of luck dealing with this horrible winter.","Great, thank you. the best of luck with this horrible winter."
thank you,Thank you.
thanks for taking care of me today! michele rocked the customer service! gate 25 hou,Thank you for taking care of me today! Michele did customer service! door 25 hou
i did. thank you.,Yes. Thank you.
"despite mother nature's best efforts, good-humored folks got us home safely in an area heavily affected by winter storms.","Despite the best efforts of Mother Nature, well-crafted people safely brought us back to an area heavily affected by winter storms."
awesome - thanks!,Great!
"really appreciate the follow up, i always fly with y'all for a reason!","I really appreciate the follow-up, I always fly with you for a reason!"
all pieces were found and safely delivered to our home this afternoon.,all the pieces were found and delivered safely to our house this afternoon.
el paso deals....may____u_ui,el paso deals....may____u_ui
thanks. i'll keep checking. i'm trying to book our first disney world vacation.,Thank you. I'll keep checking. I'm trying to book our first holiday in the world.
thank you. i know ya'll can't control the weather. i appreciate ya'll working to get my flight rebooked the last two days.,Thank you. I know you can't control time. I appreciate you working so my flight is booked for the last two days.
about time...and just in time for my next flight thursday.,and just in time for my next flight.
no worries at all!!! i would rather be safe on the ground than take any chances. yes! tomorrow am if bna reopens 14u,No worries at all! I'd rather be safe in the field than take every chance. Yes! tomorrow morning if bna opens 14u
great job celebrating today at atlanta airport. another reason i'm nuts for you!,an excellent job to celebrate today at the atlanta airport. Another reason why I'm crazy for you!
awwweesssooomee!,awwweessooomee!
amazing customer service as well. will definitely fly with you guys again if my instrument is involved.,An incredible customer service too. Will certainly fly with you guys if my instrument is involved.
"your social media team just said ""sorry"". thankfully submitting a complaint got resolution from an amazing rep who called.",Your social media team just said sorry. fortunately the complaint was given a resolution by an incredible representative who called.
knows whats up! that commercial. just another thing to add to reasons why i fly with,Know what's going on! This pub. just another thing to add to the reasons why I fly with
your employees were great!,Your employees were great!
"thanks for the reply, something is off with the phones becuz after 2 dropped calls at 2 hours on hold, i got through on 1 ring","Thank you for the answer, something went with the becuz phones after 2 abandoned calls at 2 hours waiting, I went on 1 ring"
thank you for the vouchers after the long wait on the runway saturday night at bwi! i really appreciate it!,Thanks for the good after the long wait on the track Saturday night in bwi! I really appreciate it!
jh thank you. i finally got through the second time.,Thank you. I finally made it the second time.
"haha, thanks for the explanation","haha, thank you for the explanation"
"been with my gf for 2.5yrs, she's from sf &amp; i live in tulsa. swa always takes me there to see my love!","I was with my gf for 2.5 years, she's sf &amp; I live in tulsa. swa always takes me here to see my love!"
sent. thanks vp!,sent. Thank you.
thank you so much for stepping up your game and making my day after night of elevator music. much appreciated.,Thank you so much for improving your game and doing my day after the night of elevator music. very appreciated.
- just talking to customer service makes me appreciate you even more! they could learn so much from you!,- talking to the customer service makes me even more grateful! They could learn so much from you!
thanks for the response. was able to get my situation resolved. not a fan of mother nature today.,Thank you for the answer. I was able to solve my situation. Not a fan of Mother Nature today.
thanks i think we've got it figured out,Thank you.
"i got a flight at 11:55am on thursday but looking for something tomorrow, anything available?","I got a flight at 11.55 a.m. on Thursday, but looking for something tomorrow, something available?"
got it squared away. thank you. i had a man on the inside help me out!,I found him stuck. Thank you. I got a man inside to help me.
"another great flight &amp; crew, las vegas-chicago thanks!","another great flight &amp; crew, las vegas-chicago thank you!"
finally got through. thanks!,I finally got it. Thank you!
"thanks, got put on the am flight tomorrow. don't have much faith it'll get off the ground tomorrow though.","Thank you, we set the flight tomorrow. But don't have much faith, it's gonna go down tomorrow."
i love southwest and payton taylor!,I love the southwest and the taylor payton!
no worries. you're doing the best u can. already cancelled flighted my biz trip. still $luv you! -rr 1079871763,No worries. You do the best you can. I've already canceled my biz trip. -rr 1079871763
no worries. we got thru eventually. i was just curious. best of luck to you dealing with the weather!,No worries. We're done with the thru. I was curious. the best chance to face the weather!
yes. thank you. oct 25-oct 31,Yes. Thank you. 25 Oct. 31
always when i fly sw.,always when I fly.
"thank you, someone finally answered and was able to change my flight that was cancelled flighted bc of ice. thank you for response","Thank you, someone finally answered and could change my flight that was canceled ice. Thank you for your answer"
thanks a ton!,Thank you very much!
luv ya too!!!! i will sing a song for y'all when i finally get on that plane back to nashville!!!,I love you too! I'll sing a song for you when I finally get on that plane in nashville!
is having a sale! i'm delighted!,I'm on sale! I'm so happy!
about time! thank you!,About time! Thank you!
finally! integration w/ passbook is a great valentine gift - better then chocolate flight. you do heart me.,Finally! integration w/ passbook is an excellent valentine gift - best chocolate flight. You're making my heart.
you guys are awesome...,You're great.
karen with customer service was very helpful. thank you for providing one bright spot in a frustrating situation.,Karen with customer service was very useful. Thank you for providing a bright place in a frustrating situation.
and thanks!,And thank you!
"its all good. flight eventually took off, and landed safely. oh, and i got the free cup o wine. thx","All good. flight finally took off, and landed safely. Oh, and I got the free cup of wine. thx"
.@southwestair you've got a mess here at dtw but your staff is doing great.,"@.southwestair you have a brothel here in dtw, but your staff is in full shape."
great job with the passbook integration! ituall really help streamline the commute to san fran! _u__uo_io,excellent work with passbook integration! ituall really helps to streamline the route to san fran! u_uo_io
great job!! looking forward to my next trip being able to use this new feature!,Great job! look forward to my next trip being able to use this new feature!
thank you.,Thank you.
+ = outstanding customer service! thank you!,+ = exceptional customer service! Thank you!
finally!,Finally!
"beautiful, thanks a ton!","beautiful, thank you very much!"
thanks do yall expect to be operational tomorrow out of nashville?,"Thank you, you expect to be operational tomorrow out of nashville?"
nice work on the update!,beautiful work on the update!
yesterday on my way from ewr to fll just after take-off.,"yesterday, en route to fll just after takeoff."
thank you for the information.,Thank you for the information.
great.,Great.
thanks great recap. i wouldn't have been able to sleep! i was nervous the bad guy was getting away. _ua,Thank you. I couldn't sleep! I was nervous that the bad guy ran away. - You're right.
flight 117. proud to fly jet blue!,Flight 117. proud to fly in blue jet!
"awesome, thanks! on hold now.","Great, thank you!"
"what are the chances of actually flying out of charleston today?? cold, rainy weather in the south of all places...",What are the chances of leaving charleston today? cold and rainy weather in the south of all places.
i did see that! working on picking up a trip or two as we type.,"I saw him, work to take one or two trips like we hit."
thanks for the quick reply! just wanted to make sure it wasn't just my account,Thank you for the quick answer! I just wanted to make sure it wasn't just my account.
wouldn't mind paying for the snacks but no $ for tix great job guys!,"I wouldn't mind paying for snacks, but I don't want to pay for the great tix."
here you go... your napkins pretty much say it all!,There you go. Your towels say everything!
"ui@jetblue: why not? we'd sure love to see you, ruth! ;)u you know me too well _uo","ui@jetblue: why not? we would like to see you, rusty! ;)u you know me too well _uo"
"you don't need to cut services, charge more and give a better flying experience. that's why i use jet blue in the first place","you don't need to cut off the services, reload more and give a better flight experience. That's why I use blue jet first."
longing to look into the blue eyes.,wishing to look in blue eyes.
you all are the best ondemand,you are all the best on demand
"wow~thx for thinking of us, greg! heard was amazing! we've heard the same about (ps thx for the info)","Ww~thx to think of us, greg! I was told it was great! We heard the same thing about (picks for the news)"
"annnndddd, i just booked my flight. that was easy.","Annnndddd, I just booked my flight. It was easy."
thank you very much!,Thank you very much!
it will be glowing. your crew and your aircraft sparkled. you guys know about right? might be a good partnership:),It's gonna be brilliant. Your crew and your plane have squeezed. You know about that? could be a good partnership:)
glad you like it. feel free to steal it.,Glad you like it. Don't hesitate to steal it.
your blue helped bring out the color of my eyes. and i promise i didn't eat all the free snacks.,Your blue helped bring out the color of my eyes. And I promise I didn't eat all the free snacks.
thanks to you customers like me stay loyal. from check in to landing.,"Thanks to you, customers like me remain faithful. From arrival to landing."
a320 pulling into the gate as the sunrises here at this morning,a320 climbing to the door as the sun rises here this morning
thx for the quick response .... yep i tried- but it can't find the flight when i input the confirmation,thx for quick response .... yep i tried- but it can't find the flight when i input the confirmation
wish everyone felt like you,If everyone felt like you
sounds great! thank you!!,Sounds great! Thank you!
was nice to see your veterans advantage program at the gate on sunday mco.keep up the good work at jetblue,was pleasant to see your program of benefits veterans at the door on Sunday mco. keep the good work to jetblue
incredible pr team. _uo_uo_uo_uo,Unbelievable team. uo_uo_uo_uo_uo
thanks. i'm finding lower fares already on other carriers with direct flights. july 8 - 13.,Thank you. I find lower rates already on other carriers with direct flights. 8 - 13.
"ui@jetblue: thanks for the kind words, janna! and now i'm feeling like a boss","ui@jetblue: thank you for the nice words, jane! and now I feel like a boss"
boarding the back of the airplane first. like a boss.,board the plane's back first. Like a boss.
sooo earlier i said i couldnt fly with you for my school trip but now i can! _u,I said I could fly with you for my school trip but now I can! I don't know.
why are you always so amazing!,Why are you always so amazing!
great will do once i land in jfk,big will do once I land at jfk
haha. ty. do you know what time that lane opens at logan?,Do you know what time this path opens on logan?
sure is _uoa,sure you do.
"after my second call to customer service and the fifth person i talked to, an amazing rep fixed it in about 5 mins!","After my second call to customer service and the fifth person I spoke to, an incredible representative repaired it in about 5 minutes!"
thanks so much!,Thank you very much!
that makes two of us! lol,That makes us two! lol
happy anniversary!! it's hard to believe you're 15!! you're so young!,Happy birthday! It's hard to believe you're 15! You're so young!
super smooth flight and landing. nicely done.,super soft flight and landing. Well done.
"fyi, i'm onboard comfortably travelling to jfk, seat was no problem as you said. thanks for making flying more civilized!","fyi, I travel comfortably to jfk, the seat was not a problem as you said. Thank you for making the flight more civilized!"
"i like "" follow """,I like to follow
"not trying to make you look bad, on your website it says: ""due to weather in the charleston, nc"" its actually in sc, not nc","not trying to make you look bad on your website he says: ""from the weather in the charleston, nc"" sound actually in sc, not nc"
"btw, thanks for responding quickly!!","btw, thank you for responding quickly!"
you found my camera! thank you! you rock!,"You found my camera! Thank you! You, rock!"
stop. please. rt our fleet's on fleek.,Stop. Our fleet is running.
gotcha... thanks for the update. i'm ready to go whenever you are enjoy your evening.,I'll take care of it. Thanks for the update. I'm ready to go when you enjoy your evening.
"well, thankfully they've got a nice food court here...when will an update be posted?",fortunately they have a beautiful restaurant court here. when an update will be posted?
"worked now, ty","worked now, ty"
"i would prefer a similar picture but full of e190 tails, but great shot!","I would prefer a similar image but full of e190 tails, but big catch!"
so relieved i'm flying after listening to everyone at the neighboring gate bitch about spirit. my airline's better than yours.,"I was so relieved after listening to everyone at the nearby door, you slut of the mind. My company is better than yours."
ui@jetblue: our fleet's on fleek. no... yall better than this,ui@jetblue : our fleet is on the run. No.
"we had 2 great flights into and out of the bahamas, even during the bad weather in the northeast, thanks for the great service!!!","We had 2 great flights in and out of the bahamas, even during the bad weather in the northeast, thanks for the great service!"
so excited to hear about your move towards international travel from long beach airport!,so excited to hear about your move to the international journey from the long beach airport!
thanks so much for talking to me! the article about chats came out great!,Thank you so much for talking to me! The article on the cats came out great!
you guys operate a world class company and for that i thank you,you are a world-class company and for that I thank you
loved the service from the staff at newark today. good service goes along way. i appreciate your preciation nj ioutampa _uo_uo_uo,liked the staff service in newark today. The good service is on the way. I appreciate your preciation nj ioutampa uo_uo_uo
don't show these to larry fedora. rt our fleet's on fleek.,Don't show them to fedora larry. Our fleet is running.
lolol,lolol
shows us their sense of humor with these tongue-in-cheek flight etiquette videos:,shows us their sense of humor with these language-in-cheek flight label videos:
true. maybe. wish i had expedited security haha,Right. Maybe. I wish I could have speeded up security
why ui@jetblue: our fleet's on fleek.,why ui@jetblue: our fleet is on the run.
power moves rt our fleet's on fleek.,"Power moves, our fleet is running."
lmfaooo ui@jetblue: our fleet's on fleek.,lmfaooo ui@jetblue: our fleet is running.
"""lol you guys are so on it"" - me, had this been 4 months ago...ui@jetblue: our fleet's on fleek.","""I'll let you do it"" - me, if it was 4 months ago...ui@jetblue : our fleet is running."
"wow, keeping up with the times...","Ww, keeping time."
i always look forward to jb rt looking forward to welcoming you onboard! _uoa,I always look forward to having jb rt while waiting to welcome you on board! _uoa
toss this ticket...it's great pr and i'm sure every college student following me will be willing to rock out wit too _uou_uou,I'm sure all the students who followed me will be ready to fall.
ui@jetblue: our fleet's on fleek. + lol wow,ui@jetblue : our fleet is on the run. + lol wow
lovely! rt our fleetuas on fleek.,Lovely!
"yall tried it. ""@jetblue: our fleet's on fleek.","Yoll tried. @""jetblue: our fleet is running."
my family and i are excited to see you too_u__u_,my family and I are delighted to see you too_u_u
"i love flying with u, but i have a question, why is one of ur planes called ny jets","I love flying with u, but I have a question, why is one of the planes of the ur called ny jets"
sounds good!!!_uoa_uoa_uoa_uoa,sounds good!!!_uoa_uoa_uoa_uoa
ui@jetblue: our fleet's on fleek. jet blizzue in the hizouse.,ui@jetblue : our fleet is on the run. blizzy jet in the hizouse.
"very excited, for the first time this sunday, march 1 i get to fly flight 123 from jfk. looking forward","very enthusiastic, for the first time this Sunday, March 1st, I manage to steal the 123 jfk flight. waiting with interest"
hahah _ua_uoi_uoi_uoi love flying jet blue tho!!,hahah ua_uoi_uoi_uoi I love the blue jet tho!
ui@jetblue: our fleet's on fleek. yasss jetblue ! tell them !,ui@jetblue : our fleet is on the run. Jetblue! Tell them!
"lmfao, i love it","lmfao, I love her"
i have a little more time then that..lol. well actually a lot more. 36 days more. but i'm just excited!!,"I've got a little more time, so that's... 36 more days. But I'm just excited!"
lmao ui@jetblue: our fleet's on fleek.,lmao ui@jetblue : our fleet is on the run.
well here we go,Let's go.
ui@jetblue: our fleet's on fleek. new fav airline,ui@jetblue : our fleet is on the run. new airline
hopefully now my application for jetblue donut designer will finally go through the proper channels.,hopefully now my request for jetblue donut designer will finally go through the appropriate channels.
looking cool,cool
definitely! lots of announcements and the app is great.,Absolutely! a lot of ads and the app is great.
you bet:),You bet:
thank you. appreciate that!!,Thank you. Thank you!
the chairs could use some tlc. and more power outlets in the area would be a bonus. headed to !,The chairs could use a little tlc. and more power outlets in the area would be a bonus. I'm going to!
thanks. used phone instead of computer and it worked!! thx again!,Thank you. used the phone instead of the computer and it worked! Again!
"alright done! alternatively, if you'd like to charter a private jet for me to pitt i will gladly accept","It's okay! otherwise, if you want to charter a private jet for me to pitt I'll accept with pleasure"
"good to know, thanks so much!",Thank you very much!
thank you for the quick response! i am trying to request abassinet for my son. it would be great if you can help me with my request,Thank you for the quick answer! I'm trying to ask my son for abassinet. It would be great if you could help me with my request
mark t. in austin was great handling my bag issue.,mark t. in austin was a good handling of my bag problem.
"good one! and indeed, it's jetblue's finest day in history!","Good! And indeed, this is the best day in the history of jetblue!"
thanks! calling right now!,Thank you! I'll call right now!
haha. thanks. you guys are great. unlike the,Haha. Thank you. unlike
thanks,Thank you.
it was booked through work but added upgrade on seat. need the upgrade receipt.,it was reserved by the work but added the upgrade on the seat. need for the upgrade receipt.
